geography_type,geography,time_end,estimate,lci,uci,sample_size
admin1,Nebraska,2014-10-01,0.314,0.302,0.326,16690
admin1,Nebraska,2014-11-01,0.43,0.416,0.444,16690
admin1,Nebraska,2014-12-01,0.458,0.444,0.472,16690
admin1,Nebraska,2015-01-01,0.429,0.413,0.445,11561
admin1,Nebraska,2015-02-01,0.44,0.424,0.456,11561
admin1,Nebraska,2015-03-01,0.445,0.429,0.461,11561
admin1,Nebraska,2015-04-01,0.45,0.434,0.466,11561
admin1,Nebraska,2015-05-01,0.45,0.434,0.466,11561
admin1,Nebraska,2015-08-01,0.009,0.007,0.011,11561
admin1,Nebraska,2015-09-01,0.054,0.048,0.06,11561
admin1,Nebraska,2015-10-01,0.281,0.269,0.293,11561
admin1,Nebraska,2015-11-01,0.383,0.369,0.397,11561
admin1,Nebraska,2015-12-01,0.41,0.396,0.424,11561
admin1,Nebraska,2016-01-01,0.451,0.435,0.467,10091
admin1,Nebraska,2016-02-01,0.465,0.449,0.481,10091
admin1,Nebraska,2016-03-01,0.473,0.457,0.489,10091
admin1,Nebraska,2016-04-01,0.477,0.461,0.493,10091
admin1,Nebraska,2016-05-01,0.488,0.468,0.508,10091
admin1,Nebraska,2016-07-01,0.001,0.001,0.001,10091
admin1,Nebraska,2016-08-01,0.01,0.008,0.012,10091
admin1,Nebraska,2016-09-01,0.075,0.067,0.083,10091
admin1,Nebraska,2016-10-01,0.289,0.275,0.303,10091
admin1,Nebraska,2016-11-01,0.399,0.383,0.415,10091
admin1,Nebraska,2016-12-01,0.428,0.412,0.444,10091
admin1,Nebraska,2017-01-01,0.398,0.384,0.412,11543
admin1,Nebraska,2017-02-01,0.411,0.397,0.425,11543
admin1,Nebraska,2017-03-01,0.416,0.402,0.43,11543
admin1,Nebraska,2017-04-01,0.418,0.404,0.432,11543
admin1,Nebraska,2017-05-01,0.42,0.406,0.434,11543
admin1,Nebraska,2017-07-01,0.001,0.001,0.001,11543
admin1,Nebraska,2017-08-01,0.011,0.009,0.013,11543
admin1,Nebraska,2017-09-01,0.064,0.058,0.07,11543
admin1,Nebraska,2017-10-01,0.262,0.25,0.274,11543
admin1,Nebraska,2017-11-01,0.349,0.335,0.363,11543
admin1,Nebraska,2017-12-01,0.375,0.361,0.389,11543
admin1,Nebraska,2018-01-01,0.463,0.447,0.479,9852
admin1,Nebraska,2018-02-01,0.477,0.461,0.493,9852
admin1,Nebraska,2018-03-01,0.485,0.469,0.501,9852
admin1,Nebraska,2018-04-01,0.493,0.475,0.511,9852
admin1,Nebraska,2018-05-01,0.495,0.477,0.513,9852
admin1,Nebraska,2018-07-01,0.001,0.001,0.001,9852
admin1,Nebraska,2018-08-01,0.01,0.008,0.012,9852
admin1,Nebraska,2018-09-01,0.073,0.065,0.081,9852
admin1,Nebraska,2018-10-01,0.301,0.287,0.315,9852
admin1,Nebraska,2018-11-01,0.402,0.386,0.418,9852
admin1,Nebraska,2018-12-01,0.437,0.421,0.453,9852
admin1,Nebraska,2019-01-01,0.517,0.499,0.535,8917
admin1,Nebraska,2019-02-01,0.533,0.515,0.551,8917
admin1,Nebraska,2019-03-01,0.542,0.524,0.56,8917
admin1,Nebraska,2019-04-01,0.545,0.527,0.563,8917
admin1,Nebraska,2019-05-01,0.553,0.529,0.577,8917
admin1,Nebraska,2019-07-01,0.001,0.001,0.001,8917
admin1,Nebraska,2019-08-01,0.016,0.012,0.02,8917
admin1,Nebraska,2019-09-01,0.091,0.083,0.099,8917
admin1,Nebraska,2019-10-01,0.34,0.324,0.356,8917
admin1,Nebraska,2019-11-01,0.45,0.434,0.466,8917
admin1,Nebraska,2019-12-01,0.488,0.47,0.506,8917
admin1,Nebraska,2020-01-01,0.513,0.499,0.527,12301
admin1,Nebraska,2020-02-01,0.529,0.515,0.543,12301
admin1,Nebraska,2020-03-01,0.537,0.523,0.551,12301
admin1,Nebraska,2020-04-01,0.547,0.531,0.563,12301
admin1,Nebraska,2020-05-01,0.548,0.532,0.564,12301
admin1,Nebraska,2020-07-01,0.002,0.002,0.002,12301
admin1,Nebraska,2020-08-01,0.013,0.011,0.015,12301
admin1,Nebraska,2020-09-01,0.113,0.105,0.121,12301
admin1,Nebraska,2020-10-01,0.369,0.357,0.381,12301
admin1,Nebraska,2020-11-01,0.467,0.453,0.481,12301
admin1,Nebraska,2020-12-01,0.494,0.48,0.508,12301
admin1,Nebraska,2021-01-01,0.48,0.46,0.5,6885
admin1,Nebraska,2021-02-01,0.499,0.477,0.521,6885
admin1,Nebraska,2021-03-01,0.521,0.497,0.545,6885
admin1,Nebraska,2021-04-01,0.521,0.497,0.545,6885
admin1,Nebraska,2021-05-01,0.521,0.497,0.545,6885
admin1,Nebraska,2021-08-01,0.016,0.012,0.02,6885
admin1,Nebraska,2021-09-01,0.084,0.074,0.094,6885
admin1,Nebraska,2021-10-01,0.299,0.283,0.315,6885
admin1,Nebraska,2021-11-01,0.415,0.397,0.433,6885
admin1,Nebraska,2021-12-01,0.448,0.428,0.468,6885
admin1,Nebraska,2022-01-01,0.443,0.425,0.461,6067
admin1,Nebraska,2022-02-01,0.456,0.438,0.474,6067
admin1,Nebraska,2022-03-01,0.463,0.445,0.481,6067
admin1,Nebraska,2022-04-01,0.467,0.449,0.485,6067
admin1,Nebraska,2022-05-01,0.475,0.455,0.495,6067
admin1,Nebraska,2022-07-01,0.001,0.001,0.001,6067
admin1,Nebraska,2022-08-01,0.013,0.009,0.017,6067
admin1,Nebraska,2022-09-01,0.078,0.07,0.086,6067
admin1,Nebraska,2022-10-01,0.297,0.281,0.313,6067
admin1,Nebraska,2022-11-01,0.39,0.372,0.408,6067
admin1,Nebraska,2022-12-01,0.419,0.401,0.437,6067
admin1,Nevada,2009-01-01,0.313,0.289,0.337,4387
admin1,Nevada,2009-02-01,0.32,0.296,0.344,4387
admin1,Nevada,2009-03-01,0.323,0.299,0.347,4387
admin1,Nevada,2009-04-01,0.323,0.299,0.347,4387
admin1,Nevada,2009-05-01,0.326,0.302,0.35,4387
admin1,Nevada,2009-08-01,0.011,0.005,0.017,4387
admin1,Nevada,2009-09-01,0.06,0.051,0.069,4387
admin1,Nevada,2009-10-01,0.213,0.195,0.231,4387
admin1,Nevada,2009-11-01,0.274,0.253,0.295,4387
admin1,Nevada,2009-12-01,0.298,0.275,0.321,4387
admin1,Nevada,2010-01-01,0.291,0.254,0.328,2616
admin1,Nevada,2010-02-01,0.314,0.273,0.355,2616
admin1,Nevada,2010-03-01,0.319,0.278,0.36,2616
admin1,Nevada,2010-04-01,0.325,0.284,0.366,2616
admin1,Nevada,2010-05-01,0.327,0.286,0.368,2616
admin1,Nevada,2010-08-01,0.005,0.003,0.007,2616
admin1,Nevada,2010-09-01,0.045,0.029,0.061,2616
admin1,Nevada,2010-10-01,0.172,0.147,0.197,2616
admin1,Nevada,2010-11-01,0.24,0.207,0.273,2616
admin1,Nevada,2010-12-01,0.261,0.226,0.296,2616
admin1,Nevada,2011-01-01,0.267,0.242,0.292,4500
admin1,Nevada,2011-02-01,0.273,0.248,0.298,4500
admin1,Nevada,2011-03-01,0.279,0.254,0.304,4500
admin1,Nevada,2011-04-01,0.283,0.258,0.308,4500
admin1,Nevada,2011-05-01,0.283,0.258,0.308,4500
admin1,Nevada,2011-08-01,0.007,0.003,0.011,4500
admin1,Nevada,2011-09-01,0.053,0.043,0.063,4500
admin1,Nevada,2011-10-01,0.162,0.146,0.178,4500
admin1,Nevada,2011-11-01,0.232,0.21,0.254,4500
admin1,Nevada,2011-12-01,0.251,0.227,0.275,4500
admin1,Nevada,2012-01-01,0.316,0.289,0.343,3802
admin1,Nevada,2012-02-01,0.332,0.305,0.359,3802
admin1,Nevada,2012-03-01,0.338,0.309,0.367,3802
admin1,Nevada,2012-04-01,0.338,0.309,0.367,3802
admin1,Nevada,2012-05-01,0.36,0.313,0.407,3802
admin1,Nevada,2012-07-01,0.001,0.001,0.001,3802
admin1,Nevada,2012-08-01,0.013,0.007,0.019,3802
admin1,Nevada,2012-09-01,0.057,0.047,0.067,3802
admin1,Nevada,2012-10-01,0.173,0.153,0.193,3802
admin1,Nevada,2012-11-01,0.25,0.226,0.274,3802
admin1,Nevada,2012-12-01,0.278,0.253,0.303,3802
admin1,Nevada,2013-01-01,0.294,0.269,0.319,3154
admin1,Nevada,2013-02-01,0.315,0.288,0.342,3154
admin1,Nevada,2013-03-01,0.323,0.294,0.352,3154
admin1,Nevada,2013-04-01,0.323,0.294,0.352,3154
admin1,Nevada,2013-05-01,0.323,0.294,0.352,3154
admin1,Nevada,2013-08-01,0.011,0.005,0.017,3154
admin1,Nevada,2013-09-01,0.055,0.045,0.065,3154
admin1,Nevada,2013-10-01,0.183,0.163,0.203,3154
admin1,Nevada,2013-11-01,0.246,0.222,0.27,3154
admin1,Nevada,2013-12-01,0.28,0.255,0.305,3154
admin1,Nevada,2014-01-01,0.328,0.299,0.357,2540
admin1,Nevada,2014-02-01,0.349,0.318,0.38,2540
admin1,Nevada,2014-03-01,0.361,0.326,0.396,2540
admin1,Nevada,2014-04-01,0.363,0.328,0.398,2540
admin1,Nevada,2014-05-01,0.363,0.328,0.398,2540
admin1,Nevada,2014-09-01,0.071,0.059,0.083,2540
admin1,Nevada,2014-10-01,0.212,0.188,0.236,2540
admin1,Nevada,2014-11-01,0.278,0.251,0.305,2540
admin1,Nevada,2014-12-01,0.3,0.273,0.327,2540
admin1,Nevada,2015-01-01,0.313,0.282,0.344,1994
admin1,Nevada,2015-02-01,0.322,0.291,0.353,1994
admin1,Nevada,2015-03-01,0.332,0.299,0.365,1994
admin1,Nevada,2015-04-01,0.333,0.3,0.366,1994
admin1,Nevada,2015-05-01,0.333,0.3,0.366,1994
admin1,Nevada,2015-07-01,0.001,0.001,0.001,1994
admin1,Nevada,2015-08-01,0.014,0.006,0.022,1994
admin1,Nevada,2015-09-01,0.078,0.062,0.094,1994
admin1,Nevada,2015-10-01,0.192,0.17,0.214,1994
admin1,Nevada,2015-11-01,0.253,0.226,0.28,1994
admin1,Nevada,2015-12-01,0.291,0.262,0.32,1994
admin1,Nevada,2016-01-01,0.308,0.284,0.332,3452
admin1,Nevada,2016-02-01,0.325,0.3,0.35,3452
admin1,Nevada,2016-03-01,0.327,0.302,0.352,3452
admin1,Nevada,2016-04-01,0.334,0.309,0.359,3452
admin1,Nevada,2016-05-01,0.334,0.309,0.359,3452
admin1,Nevada,2016-08-01,0.012,0.008,0.016,3452
admin1,Nevada,2016-09-01,0.078,0.066,0.09,3452
admin1,Nevada,2016-10-01,0.199,0.181,0.217,3452
admin1,Nevada,2016-11-01,0.26,0.238,0.282,3452
admin1,Nevada,2016-12-01,0.287,0.263,0.311,3452
admin1,Nevada,2017-01-01,0.324,0.297,0.351,2467
admin1,Nevada,2017-02-01,0.343,0.314,0.372,2467
admin1,Nevada,2017-03-01,0.356,0.325,0.387,2467
admin1,Nevada,2017-04-01,0.362,0.329,0.395,2467
admin1,Nevada,2017-05-01,0.362,0.329,0.395,2467
admin1,Nevada,2017-08-01,0.014,0.008,0.02,2467
admin1,Nevada,2017-09-01,0.069,0.055,0.083,2467
admin1,Nevada,2017-10-01,0.193,0.171,0.215,2467
admin1,Nevada,2017-11-01,0.251,0.227,0.275,2467
admin1,Nevada,2017-12-01,0.29,0.265,0.315,2467
admin1,Nevada,2018-01-01,0.313,0.268,0.358,1483
admin1,Nevada,2018-02-01,0.318,0.273,0.363,1483
admin1,Nevada,2018-03-01,0.325,0.28,0.37,1483
admin1,Nevada,2018-04-01,0.339,0.288,0.39,1483
admin1,Nevada,2018-05-01,0.339,0.288,0.39,1483
admin1,Nevada,2018-08-01,0.016,0.008,0.024,1483
admin1,Nevada,2018-09-01,0.071,0.053,0.089,1483
admin1,Nevada,2018-10-01,0.198,0.167,0.229,1483
admin1,Nevada,2018-11-01,0.256,0.219,0.293,1483
admin1,Nevada,2018-12-01,0.297,0.254,0.34,1483
admin1,Nevada,2019-01-01,0.411,0.362,0.46,1795
admin1,Nevada,2019-02-01,0.42,0.371,0.469,1795
admin1,Nevada,2019-03-01,0.421,0.372,0.47,1795
admin1,Nevada,2019-04-01,0.423,0.372,0.474,1795
admin1,Nevada,2019-05-01,0.423,0.372,0.474,1795
admin1,Nevada,2019-08-01,0.018,0.008,0.028,1795
admin1,Nevada,2019-09-01,0.096,0.072,0.12,1795
admin1,Nevada,2019-10-01,0.249,0.212,0.286,1795
admin1,Nevada,2019-11-01,0.326,0.285,0.367,1795
admin1,Nevada,2019-12-01,0.384,0.337,0.431,1795
admin1,Nevada,2020-01-01,0.376,0.337,0.415,1897
admin1,Nevada,2020-02-01,0.386,0.347,0.425,1897
admin1,Nevada,2020-03-01,0.409,0.366,0.452,1897
admin1,Nevada,2020-04-01,0.425,0.378,0.472,1897
admin1,Nevada,2020-05-01,0.425,0.378,0.472,1897
admin1,Nevada,2020-08-01,0.026,0.014,0.038,1897
admin1,Nevada,2020-09-01,0.108,0.086,0.13,1897
admin1,Nevada,2020-10-01,0.272,0.241,0.303,1897
admin1,Nevada,2020-11-01,0.322,0.287,0.357,1897
admin1,Nevada,2020-12-01,0.34,0.305,0.375,1897
admin1,Nevada,2021-01-01,0.346,0.275,0.417,839
admin1,Nevada,2021-02-01,0.35,0.279,0.421,839
admin1,Nevada,2021-03-01,0.369,0.295,0.443,839
admin1,Nevada,2021-04-01,0.39,0.308,0.472,839
admin1,Nevada,2021-05-01,0.422,0.318,0.526,839
admin1,Nevada,2021-07-01,0.0,0.0,0.0,839
admin1,Nevada,2021-09-01,0.078,0.047,0.109,839
admin1,Nevada,2021-10-01,0.186,0.141,0.231,839
admin1,Nevada,2021-11-01,0.26,0.203,0.317,839
admin1,Nevada,2021-12-01,0.316,0.247,0.385,839
admin1,Nevada,2022-01-01,0.368,0.321,0.415,2376
admin1,Nevada,2022-02-01,0.376,0.329,0.423,2376
admin1,Nevada,2022-03-01,0.38,0.333,0.427,2376
admin1,Nevada,2022-04-01,0.385,0.338,0.432,2376
admin1,Nevada,2022-05-01,0.385,0.338,0.432,2376
admin1,Nevada,2022-08-01,0.021,0.013,0.029,2376
admin1,Nevada,2022-09-01,0.077,0.059,0.095,2376
admin1,Nevada,2022-10-01,0.223,0.192,0.254,2376
admin1,Nevada,2022-11-01,0.305,0.266,0.344,2376
admin1,Nevada,2022-12-01,0.352,0.305,0.399,2376
admin1,New Hampshire,2009-01-01,0.468,0.447,0.489,4850
admin1,New Hampshire,2009-02-01,0.478,0.457,0.499,4850
admin1,New Hampshire,2009-03-01,0.482,0.461,0.503,4850
admin1,New Hampshire,2009-04-01,0.482,0.461,0.503,4850
admin1,New Hampshire,2009-05-01,0.482,0.461,0.503,4850
admin1,New Hampshire,2009-08-01,0.004,0.002,0.006,4850
admin1,New Hampshire,2009-09-01,0.07,0.061,0.079,4850
admin1,New Hampshire,2009-10-01,0.264,0.248,0.28,4850
admin1,New Hampshire,2009-11-01,0.402,0.383,0.421,4850
admin1,New Hampshire,2009-12-01,0.442,0.421,0.463,4850
admin1,New Hampshire,2010-01-01,0.392,0.37,0.414,5461
admin1,New Hampshire,2010-02-01,0.397,0.375,0.419,5461
admin1,New Hampshire,2010-03-01,0.401,0.379,0.423,5461
admin1,New Hampshire,2010-04-01,0.402,0.38,0.424,5461
admin1,New Hampshire,2010-05-01,0.407,0.385,0.429,5461
admin1,New Hampshire,2010-09-01,0.055,0.047,0.063,5461
admin1,New Hampshire,2010-10-01,0.248,0.232,0.264,5461
admin1,New Hampshire,2010-11-01,0.358,0.338,0.378,5461
admin1,New Hampshire,2010-12-01,0.382,0.362,0.402,5461
admin1,New Hampshire,2011-01-01,0.391,0.371,0.411,5323
admin1,New Hampshire,2011-02-01,0.402,0.38,0.424,5323
admin1,New Hampshire,2011-03-01,0.408,0.386,0.43,5323
admin1,New Hampshire,2011-04-01,0.411,0.389,0.433,5323
admin1,New Hampshire,2011-05-01,0.411,0.389,0.433,5323
admin1,New Hampshire,2011-08-01,0.005,0.003,0.007,5323
admin1,New Hampshire,2011-09-01,0.059,0.051,0.067,5323
admin1,New Hampshire,2011-10-01,0.254,0.238,0.27,5323
admin1,New Hampshire,2011-11-01,0.349,0.331,0.367,5323
admin1,New Hampshire,2011-12-01,0.377,0.357,0.397,5323
admin1,New Hampshire,2012-01-01,0.433,0.411,0.455,6026
admin1,New Hampshire,2012-02-01,0.442,0.42,0.464,6026
admin1,New Hampshire,2012-03-01,0.448,0.426,0.47,6026
admin1,New Hampshire,2012-04-01,0.461,0.436,0.486,6026
admin1,New Hampshire,2012-05-01,0.461,0.436,0.486,6026
admin1,New Hampshire,2012-08-01,0.006,0.004,0.008,6026
admin1,New Hampshire,2012-09-01,0.058,0.05,0.066,6026
admin1,New Hampshire,2012-10-01,0.248,0.232,0.264,6026
admin1,New Hampshire,2012-11-01,0.358,0.338,0.378,6026
admin1,New Hampshire,2012-12-01,0.408,0.388,0.428,6026
admin1,New Hampshire,2013-01-01,0.418,0.396,0.44,5240
admin1,New Hampshire,2013-02-01,0.427,0.405,0.449,5240
admin1,New Hampshire,2013-03-01,0.435,0.413,0.457,5240
admin1,New Hampshire,2013-04-01,0.437,0.415,0.459,5240
admin1,New Hampshire,2013-05-01,0.439,0.417,0.461,5240
admin1,New Hampshire,2013-08-01,0.005,0.003,0.007,5240
admin1,New Hampshire,2013-09-01,0.077,0.067,0.087,5240
admin1,New Hampshire,2013-10-01,0.272,0.254,0.29,5240
admin1,New Hampshire,2013-11-01,0.368,0.348,0.388,5240
admin1,New Hampshire,2013-12-01,0.397,0.377,0.417,5240
admin1,New Hampshire,2014-01-01,0.472,0.448,0.496,4494
admin1,New Hampshire,2014-02-01,0.48,0.456,0.504,4494
admin1,New Hampshire,2014-03-01,0.485,0.461,0.509,4494
admin1,New Hampshire,2014-04-01,0.49,0.465,0.515,4494
admin1,New Hampshire,2014-05-01,0.491,0.466,0.516,4494
admin1,New Hampshire,2014-08-01,0.008,0.006,0.01,4494
admin1,New Hampshire,2014-09-01,0.087,0.075,0.099,4494
admin1,New Hampshire,2014-10-01,0.284,0.264,0.304,4494
admin1,New Hampshire,2014-11-01,0.409,0.387,0.431,4494
admin1,New Hampshire,2014-12-01,0.444,0.42,0.468,4494
admin1,New Hampshire,2015-01-01,0.431,0.409,0.453,4958
admin1,New Hampshire,2015-02-01,0.442,0.42,0.464,4958
admin1,New Hampshire,2015-03-01,0.457,0.432,0.482,4958
admin1,New Hampshire,2015-04-01,0.47,0.441,0.499,4958
admin1,New Hampshire,2015-05-01,0.471,0.442,0.5,4958
admin1,New Hampshire,2015-08-01,0.01,0.006,0.014,4958
admin1,New Hampshire,2015-09-01,0.073,0.063,0.083,4958
admin1,New Hampshire,2015-10-01,0.285,0.267,0.303,4958
admin1,New Hampshire,2015-11-01,0.386,0.366,0.406,4958
admin1,New Hampshire,2015-12-01,0.414,0.392,0.436,4958
admin1,New Hampshire,2016-01-01,0.434,0.412,0.456,4717
admin1,New Hampshire,2016-02-01,0.445,0.421,0.469,4717
admin1,New Hampshire,2016-03-01,0.45,0.426,0.474,4717
admin1,New Hampshire,2016-04-01,0.466,0.429,0.503,4717
admin1,New Hampshire,2016-05-01,0.466,0.429,0.503,4717
admin1,New Hampshire,2016-08-01,0.011,0.007,0.015,4717
admin1,New Hampshire,2016-09-01,0.086,0.076,0.096,4717
admin1,New Hampshire,2016-10-01,0.289,0.271,0.307,4717
admin1,New Hampshire,2016-11-01,0.39,0.368,0.412,4717
admin1,New Hampshire,2016-12-01,0.418,0.396,0.44,4717
admin1,New Hampshire,2017-01-01,0.363,0.341,0.385,4237
admin1,New Hampshire,2017-02-01,0.378,0.356,0.4,4237
admin1,New Hampshire,2017-03-01,0.38,0.358,0.402,4237
admin1,New Hampshire,2017-04-01,0.384,0.362,0.406,4237
admin1,New Hampshire,2017-05-01,0.384,0.362,0.406,4237
admin1,New Hampshire,2017-08-01,0.009,0.005,0.013,4237
admin1,New Hampshire,2017-09-01,0.074,0.064,0.084,4237
admin1,New Hampshire,2017-10-01,0.234,0.216,0.252,4237
admin1,New Hampshire,2017-11-01,0.317,0.297,0.337,4237
admin1,New Hampshire,2017-12-01,0.342,0.322,0.362,4237
admin1,New Hampshire,2018-01-01,0.444,0.419,0.469,3757
admin1,New Hampshire,2018-02-01,0.461,0.436,0.486,3757
admin1,New Hampshire,2018-03-01,0.466,0.441,0.491,3757
admin1,New Hampshire,2018-04-01,0.478,0.451,0.505,3757
admin1,New Hampshire,2018-05-01,0.486,0.457,0.515,3757
admin1,New Hampshire,2018-07-01,0.001,0.001,0.001,3757
admin1,New Hampshire,2018-08-01,0.007,0.005,0.009,3757
admin1,New Hampshire,2018-09-01,0.074,0.064,0.084,3757
admin1,New Hampshire,2018-10-01,0.263,0.243,0.283,3757
admin1,New Hampshire,2018-11-01,0.376,0.352,0.4,3757
admin1,New Hampshire,2018-12-01,0.41,0.386,0.434,3757
admin1,New Hampshire,2019-01-01,0.515,0.493,0.537,5166
admin1,New Hampshire,2019-02-01,0.532,0.51,0.554,5166
admin1,New Hampshire,2019-03-01,0.54,0.518,0.562,5166
admin1,New Hampshire,2019-04-01,0.542,0.52,0.564,5166
admin1,New Hampshire,2019-05-01,0.542,0.52,0.564,5166
admin1,New Hampshire,2019-07-01,0.001,0.001,0.001,5166
admin1,New Hampshire,2019-08-01,0.01,0.006,0.014,5166
admin1,New Hampshire,2019-09-01,0.097,0.087,0.107,5166
admin1,New Hampshire,2019-10-01,0.329,0.311,0.347,5166
admin1,New Hampshire,2019-11-01,0.451,0.431,0.471,5166
admin1,New Hampshire,2019-12-01,0.487,0.467,0.507,5166
admin1,New Hampshire,2020-01-01,0.522,0.5,0.544,5024
admin1,New Hampshire,2020-02-01,0.538,0.514,0.562,5024
admin1,New Hampshire,2020-03-01,0.563,0.539,0.587,5024
admin1,New Hampshire,2020-04-01,0.578,0.553,0.603,5024
admin1,New Hampshire,2020-05-01,0.597,0.568,0.626,5024
admin1,New Hampshire,2020-08-01,0.02,0.014,0.026,5024
admin1,New Hampshire,2020-09-01,0.144,0.13,0.158,5024
admin1,New Hampshire,2020-10-01,0.374,0.352,0.396,5024
admin1,New Hampshire,2020-11-01,0.474,0.452,0.496,5024
admin1,New Hampshire,2020-12-01,0.506,0.484,0.528,5024
admin1,New Hampshire,2021-01-01,0.523,0.498,0.548,4825
admin1,New Hampshire,2021-02-01,0.544,0.519,0.569,4825
admin1,New Hampshire,2021-03-01,0.552,0.525,0.579,4825
admin1,New Hampshire,2021-04-01,0.572,0.543,0.601,4825
admin1,New Hampshire,2021-05-01,0.617,0.562,0.672,4825
admin1,New Hampshire,2021-08-01,0.016,0.01,0.022,4825
admin1,New Hampshire,2021-09-01,0.101,0.089,0.113,4825
admin1,New Hampshire,2021-10-01,0.33,0.31,0.35,4825
admin1,New Hampshire,2021-11-01,0.433,0.409,0.457,4825
admin1,New Hampshire,2021-12-01,0.487,0.462,0.512,4825
admin1,New Hampshire,2022-01-01,0.498,0.476,0.52,5135
admin1,New Hampshire,2022-02-01,0.514,0.492,0.536,5135
admin1,New Hampshire,2022-03-01,0.525,0.501,0.549,5135
admin1,New Hampshire,2022-04-01,0.531,0.506,0.556,5135
admin1,New Hampshire,2022-05-01,0.533,0.508,0.558,5135
admin1,New Hampshire,2022-08-01,0.015,0.011,0.019,5135
admin1,New Hampshire,2022-09-01,0.107,0.095,0.119,5135
admin1,New Hampshire,2022-10-01,0.31,0.292,0.328,5135
admin1,New Hampshire,2022-11-01,0.433,0.413,0.453,5135
admin1,New Hampshire,2022-12-01,0.474,0.452,0.496,5135
admin1,New Jersey,2009-01-01,0.361,0.345,0.377,9366
admin1,New Jersey,2009-02-01,0.367,0.351,0.383,9366
admin1,New Jersey,2009-03-01,0.37,0.354,0.386,9366
admin1,New Jersey,2009-04-01,0.372,0.356,0.388,9366
admin1,New Jersey,2009-05-01,0.373,0.357,0.389,9366
admin1,New Jersey,2009-08-01,0.004,0.002,0.006,9366
admin1,New Jersey,2009-09-01,0.066,0.059,0.073,9366
admin1,New Jersey,2009-10-01,0.229,0.216,0.242,9366
admin1,New Jersey,2009-11-01,0.314,0.3,0.328,9366
admin1,New Jersey,2009-12-01,0.341,0.325,0.357,9366
admin1,New Jersey,2010-01-01,0.355,0.339,0.371,11388
admin1,New Jersey,2010-02-01,0.364,0.348,0.38,11388
admin1,New Jersey,2010-03-01,0.373,0.357,0.389,11388
admin1,New Jersey,2010-04-01,0.375,0.359,0.391,11388
admin1,New Jersey,2010-05-01,0.376,0.358,0.394,11388
admin1,New Jersey,2010-08-01,0.008,0.006,0.01,11388
admin1,New Jersey,2010-09-01,0.061,0.055,0.067,11388
admin1,New Jersey,2010-10-01,0.23,0.218,0.242,11388
admin1,New Jersey,2010-11-01,0.309,0.295,0.323,11388
admin1,New Jersey,2010-12-01,0.332,0.316,0.348,11388
admin1,New Jersey,2011-01-01,0.347,0.331,0.363,10863
admin1,New Jersey,2011-02-01,0.36,0.344,0.376,10863
admin1,New Jersey,2011-03-01,0.367,0.351,0.383,10863
admin1,New Jersey,2011-04-01,0.37,0.354,0.386,10863
admin1,New Jersey,2011-05-01,0.372,0.356,0.388,10863
admin1,New Jersey,2011-08-01,0.007,0.005,0.009,10863
admin1,New Jersey,2011-09-01,0.067,0.061,0.073,10863
admin1,New Jersey,2011-10-01,0.225,0.213,0.237,10863
admin1,New Jersey,2011-11-01,0.3,0.286,0.314,10863
admin1,New Jersey,2011-12-01,0.327,0.311,0.343,10863
admin1,New Jersey,2012-01-01,0.364,0.346,0.382,10272
admin1,New Jersey,2012-02-01,0.379,0.361,0.397,10272
admin1,New Jersey,2012-03-01,0.387,0.369,0.405,10272
admin1,New Jersey,2012-04-01,0.39,0.372,0.408,10272
admin1,New Jersey,2012-05-01,0.391,0.373,0.409,10272
admin1,New Jersey,2012-08-01,0.01,0.008,0.012,10272
admin1,New Jersey,2012-09-01,0.068,0.06,0.076,10272
admin1,New Jersey,2012-10-01,0.215,0.203,0.227,10272
admin1,New Jersey,2012-11-01,0.294,0.278,0.31,10272
admin1,New Jersey,2012-12-01,0.328,0.312,0.344,10272
admin1,New Jersey,2013-01-01,0.38,0.362,0.398,10207
admin1,New Jersey,2013-02-01,0.391,0.373,0.409,10207
admin1,New Jersey,2013-03-01,0.396,0.376,0.416,10207
admin1,New Jersey,2013-04-01,0.399,0.379,0.419,10207
admin1,New Jersey,2013-05-01,0.402,0.382,0.422,10207
admin1,New Jersey,2013-07-01,0.001,0.001,0.001,10207
admin1,New Jersey,2013-08-01,0.012,0.008,0.016,10207
admin1,New Jersey,2013-09-01,0.082,0.074,0.09,10207
admin1,New Jersey,2013-10-01,0.255,0.241,0.269,10207
admin1,New Jersey,2013-11-01,0.337,0.321,0.353,10207
admin1,New Jersey,2013-12-01,0.362,0.344,0.38,10207
admin1,New Jersey,2014-01-01,0.396,0.376,0.416,8107
admin1,New Jersey,2014-02-01,0.408,0.388,0.428,8107
admin1,New Jersey,2014-03-01,0.411,0.391,0.431,8107
admin1,New Jersey,2014-04-01,0.418,0.394,0.442,8107
admin1,New Jersey,2014-05-01,0.418,0.394,0.442,8107
admin1,New Jersey,2014-07-01,0.001,0.001,0.001,8107
admin1,New Jersey,2014-08-01,0.009,0.007,0.011,8107
admin1,New Jersey,2014-09-01,0.076,0.068,0.084,8107
admin1,New Jersey,2014-10-01,0.259,0.243,0.275,8107
admin1,New Jersey,2014-11-01,0.338,0.32,0.356,8107
admin1,New Jersey,2014-12-01,0.375,0.355,0.395,8107
admin1,New Jersey,2015-01-01,0.359,0.332,0.386,5060
admin1,New Jersey,2015-02-01,0.371,0.342,0.4,5060
admin1,New Jersey,2015-03-01,0.374,0.345,0.403,5060
